"","STUDENT_ALTERNATE_ID","SCHOOL_YEAR_ID","GRADE_CODE","GENDER_CODE","ENGLISH_LEARNER_STATUS_CODE","SOCIO_ECON_STATUS_CODE","Ethnicity","percentWhite","percentSPED","percentFRL","schoolSize","PLACEMENT_TYPE","discLength","discCount","absent"
"153",11964979,2015,"05","F",0,"1","White",0.4375,0.108928571428571,0.617857142857143,560,"1",0,0,2
"154",11964979,2016,"06","F",0,"1","White",0.3856,0.2128,0.6048,625,"1",0,0,28.5
"155",11964979,2017,"07","F",0,"1","White",0.366056572379368,0.229617304492512,0.607321131447587,601,"1",0,0,9.5
"156",12137373,2013,"03","M",0,"0","White",0.451438848920863,0.0971223021582734,0.636690647482014,556,"1",0,0,3
"157",12137373,2014,"04","M",0,"0","White",0.449557522123894,0.0991150442477876,0.642477876106195,565,"1",0,0,2
"158",12137373,2015,"05","M",0,"0","White",0.4375,0.108928571428571,0.617857142857143,560,"1",0,0,3.5
"159",12137373,2016,"06","M",0,"0","White",0.833568406205924,0.0860366713681241,0.159379407616361,709,"0",0,0,1
"160",12137373,2017,"07","M",0,"0","White",0.827195467422096,0.0934844192634561,0.169971671388102,706,"1",0,0,1
"161",12107557,2013,"03","F",0,"1","White",0.150090415913201,0.0886075949367089,0.933092224231465,553,"1",0,0,5
"162",12107557,2014,"04","F",0,"1","White",0.166666666666667,0.118279569892473,0.937275985663082,558,"1",0,0,3
"163",12107557,2015,"05","F",0,"1","White",0.185714285714286,0.1125,0.891071428571429,560,"0",0,0,5.5
"164",12107557,2016,"06","F",0,"1","White",0.505910165484634,0.234042553191489,0.732860520094563,423,"1",0,0,8.5
"165",12107557,2017,"07","F",0,"1","White",0.48661800486618,0.245742092457421,0.751824817518248,411,"1",0,0,8
"166",12030599,2013,"03","M",2,"1","Hispanic",0.0609318996415771,0.0824372759856631,0.949820788530466,279,"0",0,0,1
"167",12030599,2014,"04","M",2,"1","Hispanic",0.548387096774194,0.129032258064516,0.648745519713262,558,"0",0,0,2
"168",12030599,2015,"05","M",2,"1","Hispanic",0.50531914893617,0.125886524822695,0.567375886524823,564,"0",1,1,6
"169",12030599,2016,"06","M",2,"1","Hispanic",0.344444444444444,0.150793650793651,0.653968253968254,630,"1",3,3,3.5
"170",12030599,2017,"07","M",2,"1","Hispanic",0.344624447717231,0.182621502209131,0.617083946980854,679,"1",9,5,3.5
"171",12213574,2013,"03","M",0,"1","Black",0.0609318996415771,0.0824372759856631,0.949820788530466,279,"1",1,1,5.5
"172",12213574,2014,"04","M",0,"1","Black",0.0648148148148148,0.101851851851852,0.919753086419753,324,"1",0,0,4
"173",12213574,2015,"05","M",0,"1","Black",0.0503978779840849,0.103448275862069,0.888594164456233,377,"1",0,0,7
"174",12213574,2016,"06","M",0,"1","Black",0.264864864864865,0.218018018018018,0.754954954954955,555,"1",0,0,8
"175",12213574,2017,"07","M",0,"1","Black",0.241818181818182,0.214545454545455,0.730909090909091,550,"1",7,3,4
"176",11849245,2013,"03","F",0,"0","White",0.215547703180212,0.106007067137809,0.939929328621908,283,"0",0,0,10
"177",11849245,2014,"04","F",0,"1","White",0.18936877076412,0.119601328903654,0.966777408637874,301,"0",0,0,17.5
"178",11849245,2015,"05","F",0,"0","White",0.152777777777778,0.121527777777778,0.923611111111111,288,"0",0,0,24
"179",11849245,2016,"06","F",0,"0","White",0.3856,0.2128,0.6048,625,"0",0,0,7
"180",11849245,2017,"07","F",0,"0","White",0.366056572379368,0.229617304492512,0.607321131447587,601,"1",0,0,15.5
"181",11966079,2013,"03","M",2,"1","Hispanic",0.215547703180212,0.106007067137809,0.939929328621908,283,"1",0,0,2
"182",11966079,2014,"04","M",2,"1","Hispanic",0.18936877076412,0.119601328903654,0.966777408637874,301,"0",0,0,0.5
"183",11966079,2015,"05","M",2,"1","Hispanic",0.152777777777778,0.121527777777778,0.923611111111111,288,"0",1,1,2
"184",11966079,2016,"06","M",2,"1","Hispanic",0.264864864864865,0.218018018018018,0.754954954954955,555,"0",0,0,2.5
"185",11966079,2017,"07","M",2,"1","Hispanic",0.241818181818182,0.214545454545455,0.730909090909091,550,"0",6,2,10
"186",12030610,2013,"03","M",0,"1","Hispanic",0.524390243902439,0.0975609756097561,0.951219512195122,246,"1",0,0,4
"187",12030610,2014,"04","M",0,"1","Hispanic",0.453125,0.11328125,0.9140625,256,"1",0,0,4.5
"188",12030610,2015,"05","M",0,"1","Hispanic",0.468864468864469,0.120879120879121,0.923076923076923,273,"0",0,0,6.5
"189",12030610,2016,"06","M",0,"1","Hispanic",0.39647577092511,0.174008810572687,0.751101321585903,454,"0",0,0,25
"190",12030610,2017,"07","M",0,"1","Hispanic",0.370221327967807,0.175050301810865,0.76056338028169,497,"0",0,0,12
"191",12133579,2013,"03","M",0,"1","Other",0.524390243902439,0.0975609756097561,0.951219512195122,246,"1",0,0,14.5
"192",12133579,2014,"04","M",0,"1","Other",0.453125,0.11328125,0.9140625,256,"1",0,0,19
"193",12133579,2015,"05","M",0,"1","Other",0.468864468864469,0.120879120879121,0.923076923076923,273,"1",0,0,12
"194",12133579,2016,"06","M",0,"1","Other",0.39647577092511,0.174008810572687,0.751101321585903,454,"1",0,0,9.5
"195",12133579,2017,"07","M",0,"1","Other",0.370221327967807,0.175050301810865,0.76056338028169,497,"1",3,1,6
"196",12136989,2013,"03","M",0,"1","Black",0.700996677740864,0.0581395348837209,0.308970099667774,602,"1",0,0,8
